Timestamp,IP_Address,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Data_Throughput,Signal_Strength,SNR,Battery_Level,Energy_Consumption_Rate,Number_of_Neighbors,Route_Request_Frequency,Route_Reply_Frequency,Data_Transmission_Frequency,Data_Reception_Frequency,Error_Rate,CPU_Usage,Memory_Usage,Bandwidth,Is_Malicious,Timestamp_unix,Weekday,IP_Address[0],IP_Address[1],IP_Address[2],IP_Address[3],IP_Address_Country
01-02-23 0:00,192.168.119.138,0.37066024378577755,0.4218865165416059,0.4833034109112142,0.7268914880781296,0.3879644118998819,0.6545619840487273,0.3765790188389486,-0.5630077028390392,0.35714285714285715,0.43808388803478054,0.36420557573050555,0.5384870108655057,0.3608076332506267,0.2580515015402835,-1.3243857277109625,-0.22007754135616334,-1.1337225825097432,0,1672585200.0,0,192,168,119,138,
01-02-23 0:01,192.168.225.56,0.4468891263450816,0.24021765658019315,0.6605966187309532,0.4327639012572478,0.26180627645608767,0.6213560989192586,-1.1167935402308058,-0.2996345056121104,0.5714285714285714,0.29058909553796325,0.2523528356084012,0.3765362047042595,0.3585548599663343,0.15755176020051279,-0.5348073842695225,0.7008466848688794,0.6432339280497316,0,1672585260.0,0,192,168,225,56,
01-02-23 0:02,192.168.187.210,0.18839700062460302,0.22416976734476282,0.5220140523270191,0.30506393634980467,0.3804375590644572,0.4578390100865767,-0.3944751317600852,-0.23770801242953662,0.5,0.2866670486412118,0.23093206375212008,0.5005024188408352,0.2758400837834893,0.08175221130862442,0.7498859957542928,0.23816398778139522,0.8937231906382973,0,1672585320.0,0,192,168,187,210,
01-02-23 0:03,192.168.78.245,0.24465263158972986,0.3180627253634045,0.37207796646935326,0.3540777923776879,0.35101266269706805,0.5672427682355441,-0.19989998643941614,-1.0198983565226842,0.5714285714285714,0.4071252292628829,0.15401806633405907,0.3978693113795487,0.18093471282887433,0.19106595093794193,0.5761876366478919,1.3005316983601563,1.1692408760220812,0,1672585380.0,0,192,168,78,245,
01-02-23 0:04,192.168.233.229,0.2504527175683705,0.17977609503386982,0.7800169044141841,0.6811192697794238,0.44029751851921906,0.6627147257714361,0.5140151665060396,0.1671192451087721,0.6428571428571429,0.43100277145591526,0.3283830153329061,0.27213316465235077,0.2226535311367929,0.13145434318626234,-0.6790889448595332,-0.6979700209362429,-1.388438549422343,0,1672585440.0,0,192,168,233,229,
01-02-23 0:05,192.168.230.20,0.27414312712873296,0.2883350180795569,0.6595156877478165,0.7837263563974829,0.4742261195444584,0.6211365862205326,0.17531381645240662,-1.34877039693786,0.35714285714285715,0.33044793043178855,0.3409407839574836,0.423543195675489,0.4497103858925685,0.21561822271966427,0.07479611313125376,1.2164392270347306,1.772494456429379,0,1672585500.0,0,192,168,230,20,
01-02-23 0:06,192.168.201.178,0.19097414845328067,0.33689195245455783,0.6669980235961642,0.4335233158206779,0.5055768859805362,0.612542168953804,0.4605758384730076,1.2886558484221717,0.5,0.156809163663108,0.2920221730332861,0.3503983129333618,0.3657821419591406,0.2701230416810353,1.023636526813801,0.5558546093444215,0.704305193074366,0,1672585560.0,0,192,168,201,178,
01-02-23 0:07,192.168.0.73,0.24239886471872135,0.2680104884522621,0.5580401106895966,0.7133641076150559,0.4786438626474128,0.6082142787938111,-0.5392147225769924,0.02049897203142223,0.35714285714285715,0.31517558069546897,0.19234182085994592,0.3282187679775462,0.43285099197693905,0.3886211558181271,0.2385293463888869,0.39078297521894706,0.08579037585457128,0,1672585620.0,0,192,168,0,73,
01-02-23 0:08,192.168.35.14,0.49666005532992924,0.2874941886331884,0.2614985573182555,0.5722460850865035,0.5436655060353842,0.5463850858078767,1.9871379727844276,0.1361382117856781,0.42857142857142855,0.357177530459643,0.2841072783227658,0.5378050974071718,0.3226523247826656,0.3353583285518555,0.08121088765729519,1.0352392883136612,1.5255722208591487,0,1672585680.0,0,192,168,35,14,
01-02-23 0:09,192.168.94.186,0.5699090585217277,0.44263198934145703,0.6262108055404169,0.598699371661063,0.5675903669104255,0.734606271886772,-0.20617778976223328,0.04061988170609239,0.35714285714285715,0.29716201574597256,0.49680101258518355,0.36874004015197087,0.3797097241342669,0.19199033108594116,-0.1206560264973083,0.12877529566748439,1.5328625681172057,0,1672585740.0,0,192,168,94,186,
